,similarity,prod_num
0,1.000000238418579,1041
1,0.9445682764053345,564
2,0.6471426486968994,599
3,0.6456274390220642,1615
4,0.6356361508369446,434
5,0.6289393305778503,1050
6,0.6259410381317139,503
7,0.6249660849571228,384
8,0.6249114871025085,898
9,0.6243622303009033,441
10,0.6242719888687134,1312
11,0.6139660477638245,1311
12,0.6110990643501282,686
13,0.6106622219085693,1333
14,0.6085299253463745,821
15,0.6074161529541016,1514
16,0.6029999852180481,1640
17,0.6011499166488647,1284
18,0.600037693977356,1621
19,0.5986548066139221,1871
20,0.5972264409065247,1622
21,0.5963751077651978,843
22,0.5961338877677917,1635
23,0.5936576128005981,914
24,0.59298175573349,1830
25,0.5911501049995422,1100
26,0.5896804928779602,1584
27,0.5896358489990234,889
28,0.5855165123939514,676
29,0.5846391320228577,520
30,0.5821173787117004,200
31,0.5801528096199036,1307
32,0.5778796672821045,1667
33,0.5773642659187317,1857
34,0.5772000551223755,1481
35,0.5766767263412476,1783
36,0.5764758586883545,1537
37,0.5755332112312317,670
38,0.5753459930419922,390
39,0.5740204453468323,1641
40,0.5728493332862854,1523
41,0.5725933909416199,1561
42,0.5722190141677856,250
43,0.5699794888496399,252
44,0.5688579082489014,1306
45,0.5681668519973755,1364
46,0.5661870837211609,242
47,0.5630272030830383,1395
48,0.5626693964004517,1352
49,0.5602911710739136,835
50,0.560077965259552,1060
51,0.5600730180740356,1397
52,0.5600629448890686,1221
53,0.5587230920791626,1534
54,0.557509183883667,1377
55,0.5569733381271362,1098
56,0.5566104650497437,587
57,0.556093156337738,154
58,0.5550352334976196,1415
59,0.5550313591957092,1390
60,0.5544875860214233,18
61,0.5544825792312622,1685
62,0.5538599491119385,787
63,0.5532795786857605,1879
64,0.5532689094543457,856
65,0.5526134371757507,769
66,0.5522781014442444,1305
67,0.5521650314331055,537
68,0.5514220595359802,1693
69,0.5513795614242554,469
70,0.5511411428451538,198
71,0.5498475432395935,372
72,0.5491548776626587,795
73,0.5486071705818176,912
74,0.5470629930496216,1787
75,0.5455406308174133,1656
76,0.5444356799125671,369
77,0.543655514717102,1463
78,0.5436045527458191,672
79,0.5420836806297302,1283
80,0.54068922996521,104
81,0.54024738073349,840
82,0.5396555066108704,1923
83,0.5394958257675171,764
84,0.5393353700637817,381
85,0.5386776328086853,1582
86,0.5386582016944885,226
87,0.5384286642074585,449
88,0.5383945107460022,1851
89,0.5374646186828613,1121
90,0.5366936326026917,1868
91,0.5351746082305908,1476
92,0.5350431203842163,674
93,0.5347089767456055,1593
94,0.5334336161613464,1351
95,0.5333163142204285,989
96,0.5325915813446045,342
97,0.5318660736083984,610
98,0.5305501818656921,222
99,0.5297546982765198,500
100,0.5294828414916992,1318
101,0.5288934111595154,124
102,0.5278290510177612,868
103,0.5276336669921875,1661
104,0.527380108833313,872
105,0.5269608497619629,963
106,0.5266268253326416,775
107,0.5264025926589966,1144
108,0.5255621075630188,221
109,0.5251166820526123,1114
110,0.5245732665061951,664
111,0.5245317220687866,201
