,0,1,2,3,4,5
0,puma,man,bottom,https://kr.puma.com/puma-x-th-rev-shorts.html,99000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598451_89_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/puma-x-ks-shorts.html,89000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598467_02_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/train-first-mile-xtreme-woven-9-short.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/1/519454_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/ftblnxt-pro-shorts-39.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/6/5/656836_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/bvb-shorts-replica-24.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/7/5/757175_02_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/acm-shorts-replica.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/7/5/757287_08_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/franchise-woven-short.html,79000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/3/530313_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/vcf-home-shorts-replica.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/7/5/757473_02_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/mcfc-shorts-replica-24.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/7/5/757110_04_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/tfs-worldhood-shorts-8.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598095_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/train-favorite-blaster-7-woven-short.html,49000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/1/519636_04_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/ftblnxt-graphic-short.html,44000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/6/5/656518_06_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/run-woven-7-short.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/1/519371_03_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/run-favorite-woven-5-session-short.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/1/519393_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/train-thermo-r-woven-8-short.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/1/519403_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/csm-woven-short.html,99000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/597196_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/classics-woven-5-shorts.html,49000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598492_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/classics-woven-5-shorts-7.html,49000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598492_14_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/puma-tfs-shorts-8-woven.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596471_51_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/rider-mesh-pocket-shorts.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929399_01_02_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/rider-mesh-pocket-shorts-8.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929399_02_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/step-back-short.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598742_03_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/step-back-short-9.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598742_04_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/cube-pocket-ss-tee-14.html,49000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929766_03_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/cube-woven-shorts.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929767_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/cube-woven-shorts-7.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929767_02_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/puma-club-shorts-10.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/597171_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/puma-club-shorts-10-7.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/597171_03_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/piped-woven-shorts.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929409_01_01_KOR_01.jpg
0,puma,man,bottom,https://kr.puma.com/piped-woven-shorts-8.html,59000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929409_02_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/mmq-shorts.html,79000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598524_45_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/mmq-shorts-7.html,79000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598524_80_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/puma-x-th-shorts.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596751_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/puma-x-th-shorts-8.html,69000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596751_02_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/puma-x-th-aop-shorts.html,89000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596752_02_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/puma-x-th-reflective-shorts.html,99000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/598024_01_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/active-woven-short-5.html,39000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/8/5/851704_01_01_KOR_01.jpg
0,puma,man,bottom,https://kr.puma.com/active-woven-short-5-11.html,39000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/8/5/851704_02_01_KOR.jpg
0,puma,man,bottom,https://kr.puma.com/puma-woven-short-9.html,49000,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/1/518387_06_01_KOR.jpg
