,target_num,prod_num,similarity
0,3606,3606,1.0
1,3606,1346,0.7923022508621216
2,3606,3560,0.7558541297912598
3,3606,1151,0.752737820148468
4,3606,4031,0.743508517742157
5,3606,3744,0.7411214709281921
6,3606,1101,0.7378342747688293
7,3606,1074,0.7288187742233276
8,3606,1373,0.7274846434593201
9,3606,1122,0.722104549407959
10,3606,4022,0.717157244682312
11,3606,3501,0.7170210480690002
12,3606,1340,0.7165588140487671
13,3606,1306,0.7143064141273499
14,3606,1126,0.7122326493263245
15,3606,3803,0.7120783925056458
16,3606,3612,0.7088136076927185
17,3606,1131,0.7082325220108032
18,3606,3884,0.7068710327148438
19,3606,998,0.7040919065475464
20,3606,3635,0.6999161839485168
21,3606,1311,0.6950280070304871
22,3606,3622,0.693456768989563
23,3606,1075,0.6913919448852539
24,3606,2163,0.6865569949150085
25,3606,1309,0.6858904957771301
26,3606,1159,0.6775317788124084
27,3606,1176,0.6766044497489929
28,3606,3770,0.6747077703475952
29,3606,1283,0.6745702028274536
30,3606,4395,0.6738706827163696
31,3606,4442,0.6727258563041687
32,3606,2248,0.6725621223449707
33,3606,404,0.6725054383277893
34,3606,3634,0.6724008917808533
35,3606,1181,0.6719111800193787
36,3606,1282,0.6714254021644592
37,3606,3670,0.6708230972290039
38,3606,1146,0.6701357364654541
39,3606,3734,0.6695899367332458
40,3606,3396,0.6695278286933899
41,3606,1209,0.6678598523139954
42,3606,1099,0.6674981713294983
43,3606,1236,0.6673694849014282
44,3606,1144,0.6672221422195435
45,3606,402,0.666252613067627
46,3606,3057,0.6660548448562622
47,3606,2331,0.6652444005012512
48,3606,1149,0.6647143959999084
49,3606,2466,0.6632772088050842
50,3606,1103,0.6600162982940674
51,3606,4211,0.6568590402603149
52,3606,780,0.6547213196754456
53,3606,4254,0.6531416773796082
54,3606,1233,0.6530311107635498
55,3606,3241,0.652237057685852
56,3606,696,0.6512234210968018
57,3606,1396,0.6503498554229736
58,3606,1022,0.6483408212661743
59,3606,4230,0.6475050449371338
60,3606,911,0.6470475792884827
61,3606,799,0.644058883190155
62,3606,2124,0.6423044204711914
63,3606,3465,0.6420801877975464
64,3606,3116,0.6406707763671875
65,3606,1401,0.638827383518219
66,3606,2451,0.6363381147384644
67,3606,1223,0.6354143619537354
68,3606,1120,0.632964551448822
69,3606,1095,0.632861316204071
70,3606,1153,0.6326672434806824
71,3606,1065,0.6324043869972229
72,3606,2251,0.6316155195236206
73,3606,1374,0.6305921077728271
74,3606,2302,0.6304412484169006
75,3606,855,0.6300439834594727
76,3606,3753,0.6291189193725586
77,3606,4149,0.6289008259773254
78,3606,874,0.6288449764251709
79,3606,1646,0.6288033723831177
80,3606,3643,0.6283833980560303
81,3606,1485,0.6281026005744934
82,3606,1170,0.6277937293052673
83,3606,817,0.6277651190757751
84,3606,1320,0.6269100904464722
85,3606,44,0.6257898807525635
86,3606,1345,0.6256131529808044
87,3606,1107,0.6250281929969788
88,3606,3614,0.6248868703842163
89,3606,1093,0.624585747718811
90,3606,1191,0.6243451237678528
91,3606,4391,0.6240047216415405
