,similarity,prod_num
0,1.0000001192092896,923
1,0.9291171431541443,924
2,0.8000403046607971,927
3,0.769116222858429,126
4,0.7648568153381348,928
5,0.729218602180481,81
6,0.7260178327560425,925
7,0.7198795080184937,1340
8,0.7120800018310547,1075
9,0.7106412053108215,22
10,0.7052522897720337,926
11,0.7008550763130188,1127
12,0.6865655779838562,1113
13,0.6844171285629272,941
14,0.6780890226364136,935
15,0.6756603121757507,273
16,0.6711838245391846,99
17,0.6709540486335754,812
18,0.6630281805992126,1009
19,0.6565551161766052,1007
20,0.6542536616325378,1411
21,0.6481670141220093,228
22,0.6478595733642578,174
23,0.645322859287262,1361
24,0.6448614597320557,1112
25,0.644385039806366,1435
26,0.643673837184906,1449
27,0.6431344747543335,1372
28,0.6426571607589722,937
29,0.6405239105224609,390
30,0.6404237747192383,963
31,0.6384373903274536,82
32,0.637934684753418,939
33,0.630913496017456,1074
34,0.6300259232521057,992
35,0.6275886297225952,221
36,0.6224510073661804,377
37,0.6222398281097412,122
38,0.6199350357055664,1314
39,0.6194708943367004,981
40,0.6176939606666565,1032
41,0.6176197528839111,942
42,0.6170907616615295,1346
43,0.6149701476097107,288
44,0.6142845153808594,1417
45,0.6138410568237305,839
46,0.6127832531929016,195
47,0.6102098226547241,291
48,0.6095050573348999,938
49,0.6092159152030945,806
50,0.6086514592170715,976
51,0.6085754036903381,936
52,0.6084201335906982,885
53,0.6081250309944153,1350
54,0.6074016690254211,1322
55,0.6058806777000427,34
56,0.6050878763198853,474
57,0.6045801639556885,988
58,0.604292631149292,863
59,0.6041720509529114,1423
60,0.6037871241569519,1349
61,0.6034551858901978,1344
62,0.6029759049415588,309
63,0.602506160736084,1399
64,0.6020473837852478,1405
65,0.6011913418769836,1387
66,0.6006677150726318,475
67,0.599819004535675,1397
68,0.5990089774131775,823
69,0.5987083315849304,811
70,0.598059356212616,1436
71,0.5973288416862488,841
72,0.596782922744751,1261
73,0.5967578887939453,1044
74,0.596285343170166,1421
75,0.596169650554657,1312
76,0.5952580571174622,1090
77,0.5949927568435669,1409
78,0.594211757183075,1371
79,0.5938985347747803,834
80,0.5932016968727112,1376
81,0.5926018953323364,1395
82,0.5921655297279358,1374
83,0.591683566570282,1358
84,0.5906069874763489,422
85,0.5905816555023193,441
86,0.5905542373657227,1224
87,0.5905380845069885,1451
88,0.589676022529602,1163
89,0.5895758271217346,1450
90,0.5892778635025024,860
91,0.5888508558273315,1356
92,0.5884679555892944,1380
93,0.5881739258766174,1382
94,0.5881659984588623,833
95,0.5880959033966064,133
96,0.5880688428878784,821
97,0.5875372886657715,840
98,0.5869835019111633,1445
99,0.5868796706199646,1366
100,0.5865906476974487,1401
101,0.5865000486373901,810
102,0.585796594619751,457
103,0.5856961607933044,1000
104,0.5855423808097839,1266
105,0.5853191614151001,1443
106,0.5833843946456909,1424
107,0.5830792784690857,102
108,0.5827323794364929,1260
109,0.5820571184158325,487
110,0.5819476246833801,152
111,0.581876814365387,886
112,0.5818521976470947,1334
113,0.5814144015312195,858
114,0.5813649296760559,1080
115,0.5811617374420166,1414
116,0.5807465314865112,482
117,0.580578625202179,492
118,0.5805038809776306,1403
119,0.5804154276847839,1338
120,0.5802525281906128,815
121,0.5800608396530151,990
122,0.5799623727798462,940
123,0.5798240303993225,1336
124,0.579594075679779,1357
125,0.5794477462768555,1363
126,0.579211413860321,1332
127,0.5792079567909241,1390
128,0.5789679288864136,822
129,0.5789234042167664,832
130,0.5782085657119751,484
131,0.5781140923500061,1392
132,0.5773221850395203,1394
133,0.5769166350364685,485
134,0.5766808390617371,817
135,0.5763463973999023,788
136,0.5762198567390442,1370
137,0.5757004022598267,5
138,0.5755594968795776,673
139,0.5753911733627319,179
140,0.5752941966056824,452
141,0.575176477432251,1316
142,0.57503741979599,275
143,0.5745697617530823,1388
144,0.5745369791984558,884
145,0.5744491815567017,421
146,0.5741298198699951,835
147,0.5740615129470825,827
148,0.5739793181419373,805
149,0.5735216736793518,1452
150,0.5734574794769287,865
151,0.5733274817466736,1149
152,0.5732457041740417,837
153,0.5729920268058777,1375
154,0.5729290843009949,1342
155,0.5723387002944946,274
156,0.5719760656356812,1323
157,0.5719465017318726,1442
158,0.5718262195587158,219
159,0.5715944170951843,1100
160,0.5714367628097534,1339
161,0.5710436701774597,1121
162,0.5706191062927246,1393
163,0.5699610710144043,1263
164,0.5695761442184448,1422
165,0.5694537162780762,1319
166,0.5688945651054382,1413
167,0.5685104131698608,1444
168,0.5679798722267151,323
169,0.5673735737800598,1437
170,0.5669106245040894,2
171,0.5664467811584473,1415
172,0.5664197206497192,1383
173,0.566074788570404,993
174,0.5660130381584167,1378
175,0.5659710764884949,322
176,0.5659061074256897,864
177,0.5657714009284973,950
178,0.5654137134552002,1365
179,0.5645427703857422,1321
180,0.5644621253013611,1343
181,0.5644603967666626,1043
182,0.5640138983726501,299
183,0.5634433031082153,1039
184,0.563370943069458,807
185,0.5622575879096985,467
186,0.5621852278709412,1036
187,0.5614645481109619,1245
188,0.561375081539154,1318
189,0.5613701343536377,1209
190,0.5609439015388489,131
191,0.5608913898468018,879
192,0.5604121685028076,1373
193,0.5595644116401672,1125
194,0.559307873249054,1402
195,0.558842122554779,1167
196,0.5584486126899719,580
197,0.5583401918411255,1419
198,0.5581899285316467,1431
199,0.5580810308456421,90
200,0.5578963160514832,896
201,0.5575413703918457,922
202,0.5575032830238342,1192
203,0.5572775602340698,1426
204,0.5567498803138733,1337
205,0.5562681555747986,1016
206,0.5559624433517456,1105
207,0.5559568405151367,1391
208,0.5558309555053711,189
209,0.5556522607803345,1362
210,0.5550640225410461,1364
211,0.5549701452255249,1438
212,0.5546422600746155,1262
213,0.5544765591621399,1050
214,0.5536774396896362,1398
215,0.55356764793396,1317
216,0.5522982478141785,763
217,0.5519605278968811,1379
218,0.5519195199012756,1333
219,0.5515154004096985,495
220,0.5512696504592896,272
221,0.5507673621177673,997
222,0.5506616830825806,1345
223,0.550640344619751,549
224,0.5501965880393982,838
225,0.5496122241020203,814
226,0.5495962500572205,1406
227,0.5495393872261047,1035
228,0.5495185852050781,450
229,0.5493610501289368,1367
230,0.5493531227111816,1330
231,0.5485915541648865,321
232,0.5484787821769714,1425
233,0.5480051040649414,432
234,0.5479419231414795,967
235,0.5477014183998108,44
236,0.5476335883140564,1420
237,0.5475432872772217,1389
238,0.5475313663482666,1079
239,0.5474969148635864,128
240,0.546543300151825,1061
241,0.5461772680282593,1243
242,0.5460523366928101,155
243,0.5451892018318176,1404
244,0.5449787974357605,824
245,0.544798731803894,1331
246,0.5446915030479431,861
247,0.5446738004684448,458
248,0.5445161461830139,1108
249,0.544420599937439,1006
250,0.5443519353866577,962
251,0.5442085266113281,1440
252,0.5438005328178406,989
253,0.5434684157371521,1384
254,0.5433368682861328,642
255,0.5433363318443298,809
256,0.5432930588722229,1428
257,0.5427134037017822,269
258,0.5425593852996826,490
259,0.5425229072570801,317
260,0.5421756505966187,447
261,0.5415785312652588,829
262,0.540998637676239,804
263,0.5408695340156555,870
264,0.5405870079994202,1341
265,0.5398007035255432,444
266,0.5397166013717651,234
267,0.5390955209732056,1269
268,0.5389034748077393,266
269,0.5387585163116455,1347
270,0.5380964875221252,166
271,0.537564754486084,1022
272,0.5371588468551636,98
273,0.5369839668273926,1385
274,0.5366684198379517,982
275,0.5365322232246399,1051
276,0.5364212989807129,504
277,0.5359401702880859,876
278,0.5359357595443726,1441
279,0.5353994965553284,334
280,0.5353967547416687,236
281,0.5348414182662964,645
282,0.5346907377243042,489
283,0.5343528389930725,826
284,0.5343331694602966,661
285,0.5332047343254089,1111
286,0.5328667163848877,1004
287,0.5326780676841736,1348
288,0.5322533249855042,1252
289,0.5318012237548828,1427
290,0.5315575003623962,167
291,0.5313509702682495,436
292,0.5301374197006226,1287
293,0.5297724604606628,1408
294,0.5295836329460144,503
295,0.5294234752655029,1325
296,0.5291383266448975,1251
297,0.528985857963562,1447
298,0.5288681387901306,468
299,0.5286144018173218,209
300,0.5284557342529297,526
301,0.5278992056846619,476
302,0.5277853012084961,1161
303,0.5277687311172485,1439
304,0.5277474522590637,480
305,0.527740478515625,1412
306,0.5272851586341858,1270
307,0.5272267460823059,899
308,0.5266252160072327,1359
309,0.5265070199966431,820
310,0.5264368057250977,1055
311,0.5262398719787598,1310
312,0.5257768034934998,125
313,0.5256240963935852,246
314,0.5243445038795471,532
315,0.5242104530334473,793
316,0.5237661600112915,1047
317,0.5232341289520264,1101
318,0.5227683186531067,1386
319,0.5227007865905762,1353
320,0.5226282477378845,836
321,0.5225232243537903,1335
322,0.5224897265434265,1136
323,0.5224360823631287,89
324,0.5223278403282166,647
325,0.5221605896949768,1028
326,0.5219488739967346,392
327,0.5217305421829224,198
328,0.5213263630867004,1162
329,0.5212787389755249,1119
330,0.521199107170105,456
331,0.5203678607940674,1030
332,0.5200766921043396,1369
333,0.519626796245575,1110
334,0.5195742845535278,1268
335,0.5194649696350098,481
336,0.5192746520042419,1446
337,0.5191320776939392,999
338,0.5188165903091431,1095
339,0.5185535550117493,1008
340,0.5184860825538635,1011
341,0.516963005065918,803
342,0.516895592212677,222
343,0.5165411233901978,1017
344,0.5160008072853088,119
345,0.5159544944763184,1048
346,0.515935480594635,897
347,0.5158300399780273,646
348,0.5155790448188782,1126
349,0.5155384540557861,872
350,0.5154886245727539,400
351,0.5149514675140381,921
352,0.5144994258880615,1309
353,0.5144712924957275,605
354,0.5144667029380798,794
355,0.5143394470214844,888
356,0.5141118168830872,165
357,0.5139806270599365,1407
358,0.5139158964157104,172
359,0.5131696462631226,1410
360,0.5130841732025146,956
361,0.5127829909324646,638
362,0.5126202702522278,353
363,0.5122977495193481,362
364,0.5121508240699768,1124
365,0.5119813084602356,1087
366,0.5119797587394714,193
367,0.5117653608322144,640
368,0.5117502212524414,1134
369,0.5108844637870789,1001
370,0.5107677578926086,639
371,0.5106520056724548,1118
372,0.5085691213607788,514
373,0.5082181692123413,1091
374,0.507908046245575,1381
375,0.5076851844787598,465
376,0.5072131752967834,986
377,0.5067863464355469,1143
378,0.5065010786056519,1271
379,0.5062696933746338,141
380,0.5057992935180664,1164
381,0.5056727528572083,905
382,0.5055280923843384,813
383,0.5055215954780579,499
384,0.505479097366333,545
385,0.5053842067718506,1114
386,0.5051149725914001,1013
387,0.5039441585540771,1034
388,0.5036576986312866,747
389,0.5032774209976196,431
390,0.5032038688659668,919
391,0.5025224089622498,828
392,0.5023375749588013,149
393,0.5023354291915894,862
394,0.5023064017295837,920
395,0.501566469669342,991
396,0.5013609528541565,114
397,0.5012404918670654,510
398,0.5010066032409668,1418
399,0.5001114010810852,3
400,0.5000889897346497,594
401,0.49976643919944763,536
402,0.4992702603340149,1120
403,0.49902525544166565,1098
404,0.49892622232437134,568
405,0.4989170730113983,293
406,0.4988827407360077,1434
407,0.49882403016090393,170
408,0.4985227584838867,869
409,0.49845409393310547,567
410,0.4983917772769928,1071
411,0.4982607066631317,1354
412,0.4979360103607178,969
413,0.49775734543800354,1086
414,0.49719876050949097,1432
415,0.4970536231994629,1351
416,0.4968557357788086,725
417,0.49671095609664917,1213
418,0.4965090751647949,91
419,0.49640318751335144,853
420,0.4950792193412781,258
421,0.49437224864959717,257
422,0.4943183362483978,1177
423,0.49423953890800476,498
424,0.49416232109069824,1128
425,0.4937382638454437,889
426,0.49359580874443054,757
427,0.4935685396194458,859
428,0.49301639199256897,697
