link,gender,type,images,idx
https://kr.puma.com/avenir-pants-cl.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596462_01_01_KOR.jpg,481
https://kr.puma.com/avenir-pants-cl-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596462_03_01_KOR.jpg,482
https://kr.puma.com/training-tricot-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929302_01_01_KOR.jpg,483
https://kr.puma.com/training-tricot-pants-6.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929302_02_01_KOR.jpg,484
https://kr.puma.com/ftblnxt-pro-pant-55.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/6/5/656528_04_01_KOR.jpg,485
https://kr.puma.com/cube-woven-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929168_01_01_KOR.jpg,486
https://kr.puma.com/cube-woven-pants-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929168_02_01_KOR.jpg,487
https://kr.puma.com/eagle-point-2-1-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929271_01_01_KOR.jpg,488
https://kr.puma.com/eagle-point-2-1-pants-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929271_02_01_KOR.jpg,489
https://kr.puma.com/classics-sweat-jogger-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929272_01_01_KOR.jpg,490
https://kr.puma.com/classics-sweat-jogger-pants-1.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929272_02_01_KOR.jpg,491
https://kr.puma.com/classics-track-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929273_01_01_KOR.jpg,492
https://kr.puma.com/classics-track-pants-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929273_02_01_KOR.jpg,493
https://kr.puma.com/training-knit-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/929294_01_01_KOR.jpg,494
https://kr.puma.com/puma-x-rdet-woven-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596666_01_01_KOR.jpg,495
https://kr.puma.com/puma-x-rdet-woven-pants-8.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596666_49_01_KOR.jpg,496
https://kr.puma.com/evostripe-pants-61.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/8/581496_01_01_KOR.jpg,497
https://kr.puma.com/evostripe-pants-72.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/8/581496_03_01_KOR.jpg,498
https://kr.puma.com/ftblnxt-pant-40.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/6/5/656526_01_01_KOR.jpg,499
https://kr.puma.com/puma-x-ader-t7-track-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595536_01_01_KOR.jpg,500
https://kr.puma.com/puma-x-ader-t7-track-pants-1.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595536_60_01_KOR.jpg,501
https://kr.puma.com/puma-xtg-woven-pant-winterized.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595319_51_01_KOR.jpg,502
https://kr.puma.com/epoch-hybrid-winterized-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595329_01_01_KOR.jpg,503
https://kr.puma.com/puma-x-lb-track-pants-16.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595468_02_01_KOR.jpg,504
https://kr.puma.com/ftblnxt-pant-32.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/6/5/656440_02_01_KOR.jpg,505
https://kr.puma.com/rbr-t7-track-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595173_01_01_KOR.jpg,506
https://kr.puma.com/mapm-sweat-pants-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595353_01_01_KOR.jpg,507
https://kr.puma.com/mapm-street-woven-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595361_01_01_KOR.jpg,508
https://kr.puma.com/nu-tility-knit-pant.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/8/580387_01_01_KOR.jpg,509
https://kr.puma.com/nu-tility-knit-pant-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/8/580387_03_01_KOR.jpg,510
https://kr.puma.com/iconic-mcs-track-pant-cuff.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595300_51_01_KOR.jpg,511
https://kr.puma.com/iconic-mcs-track-pant-cuff-1.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595300_56_01_KOR.jpg,512
https://kr.puma.com/downtown-sweat-pants-cuffed.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595642_01_01_KOR.jpg,513
https://kr.puma.com/downtown-sweat-pants-cuffed-1.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595642_89_01_KOR.jpg,514
https://kr.puma.com/puma-xtg-woven-pant.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595311_01_01_KOR.jpg,515
https://kr.puma.com/puma-xtg-woven-pant-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595311_39_01_KOR.jpg,516
https://kr.puma.com/sf-street-woven-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595551_06_01_KOR.jpg,517
https://kr.puma.com/rt-warm-knit-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/928662_01_01_KOR.jpg,518
https://kr.puma.com/rt-warm-basic-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/928666_01_01_KOR.jpg,519
https://kr.puma.com/rt-warm-basic-pants-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/928666_02_01_KOR.jpg,520
https://kr.puma.com/ls-eagle-point-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/8/9/898330_01_01_KOR.jpg,521
https://kr.puma.com/ls-eagle-point-pants-24.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/8/9/898330_04_01_KOR.jpg,522
https://kr.puma.com/iconic-t7-track-pant-el-wv.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595908_01_01_KOR.jpg,523
https://kr.puma.com/iconic-t7-track-pant-el-wv-1.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595908_27_01_KOR.jpg,524
https://kr.puma.com/iconic-t7-track-pant-cuff.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595287_01_01_KOR.jpg,525
https://kr.puma.com/iconic-t7-track-pant-cuff-11.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595287_06_01_KOR.jpg,526
https://kr.puma.com/iconic-t7-track-pant-cuff-22.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/595287_11_01_KOR.jpg,527
https://kr.puma.com/rt-warm-woven-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/928658_01_01_KOR.jpg,528
https://kr.puma.com/ftblnxt-pant-16.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/6/5/656440_01_01_KOR_01.jpg,529
https://kr.puma.com/ftblnxt-woven-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/6/5/656444_01_01_KOR.jpg,530
https://kr.puma.com/alteration-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/579881_01_01_KOR.jpg,531
https://kr.puma.com/ignite-long-tight.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/1/517516_01_01_KOR.jpg,532
https://kr.puma.com/puma-x-han-track-pants-8.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/578950_01_01_KOR.jpg,533
https://kr.puma.com/rebel-bold-pants-tr-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/8/4/844100_85_01_KOR.jpg,534
https://kr.puma.com/rebel-bold-pants-tr.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/8/4/844100_01_01_KOR.jpg,535
https://kr.puma.com/90s-retro-woven-pants-14.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/578911_03_01_KOR.jpg,536
https://kr.puma.com/90s-retro-woven-pants-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/578911_01_01_KOR.jpg,537
https://kr.puma.com/90s-retro-woven-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/578911_04_01_KOR.jpg,538
https://kr.puma.com/og-pants-cuffed.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/8/4/844530_01_01_KOR.jpg,539
https://kr.puma.com/rt-3-4-woven-pant-6.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/928153_02_01_KOR.jpg,540
https://kr.puma.com/rt-woven-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/9/2/928101_01_01_KOR.jpg,541
https://kr.puma.com/iconic-t7-track-pants-woven-2.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/579007_85_01_KOR.jpg,542
https://kr.puma.com/iconic-t7-track-pants-woven-1.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/579007_01_01_KOR.jpg,543
https://kr.puma.com/iconic-t7-track-pants-pt-21.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/579020_24_01_KOR.jpg,544
https://kr.puma.com/iconic-t7-track-pants-pt-14.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/579020_11_01_KOR.jpg,545
https://kr.puma.com/iconic-t7-track-pants-pt.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/579020_01_01_KOR.jpg,546
https://kr.puma.com/puma-xtg-woven-pants-14.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/7/579014_97_01_KOR.jpg,547
https://kr.puma.com/tfs-og-track-pants.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596474_51_01_KOR.jpg,548
https://kr.puma.com/tfs-og-track-pants-7.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/596474_89_01_KOR.jpg,549
https://kr.puma.com/puma-x-hh-tfs-track-pant.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/597145_15_01_KOR.jpg,550
https://kr.puma.com/puma-x-hh-tfs-track-pant-8.html,M,BOTTOM,http://d8wtay8lm19fy.cloudfront.net/puma_product/420x/5/9/597145_89_01_KOR.jpg,551
