,target_num,prod_num,similarity
0,1477,1477,0.999999463558197
1,1477,3645,0.6677355170249939
2,1477,5059,0.6520748138427734
3,1477,241,0.650065541267395
4,1477,2773,0.6448098421096802
5,1477,4696,0.6341427564620972
6,1477,4867,0.631036102771759
7,1477,5615,0.6307243704795837
8,1477,1327,0.6291967630386353
9,1477,789,0.6271908283233643
10,1477,1006,0.6253198981285095
11,1477,3997,0.6248166561126709
12,1477,4185,0.6235275864601135
13,1477,5663,0.6225135326385498
14,1477,4265,0.6176783442497253
15,1477,3063,0.6173874735832214
16,1477,5648,0.614295244216919
17,1477,4815,0.6127730011940002
18,1477,1504,0.6103601455688477
19,1477,2969,0.6096100211143494
20,1477,3506,0.6068820953369141
21,1477,3942,0.6060171723365784
22,1477,5701,0.6046578288078308
23,1477,690,0.6046251058578491
24,1477,1433,0.6044211983680725
25,1477,3819,0.6019863486289978
26,1477,4953,0.6010291576385498
27,1477,1447,0.5994241833686829
28,1477,533,0.599335789680481
29,1477,1332,0.599317729473114
30,1477,310,0.5965700745582581
31,1477,2644,0.5964527130126953
32,1477,876,0.5964400768280029
33,1477,5042,0.5963438749313354
34,1477,1558,0.5957013964653015
35,1477,2166,0.5956493616104126
36,1477,4503,0.5951998829841614
37,1477,1315,0.5928006172180176
38,1477,2977,0.5922573804855347
39,1477,3064,0.5892547369003296
40,1477,4969,0.5882900357246399
41,1477,6267,0.5879682302474976
42,1477,2044,0.5868571400642395
43,1477,1489,0.586713433265686
44,1477,6123,0.5865984559059143
45,1477,4078,0.5855539441108704
46,1477,2722,0.5837056636810303
47,1477,2951,0.5825117826461792
48,1477,2076,0.5823265910148621
49,1477,5809,0.5807650685310364
50,1477,3058,0.5799704790115356
51,1477,3810,0.5799612402915955
52,1477,2145,0.5792482495307922
53,1477,692,0.5782054662704468
54,1477,5934,0.5782037973403931
55,1477,2974,0.5775851607322693
56,1477,3116,0.5773952007293701
57,1477,653,0.5751180052757263
58,1477,1479,0.5750119090080261
59,1477,5455,0.574434220790863
60,1477,992,0.5738824605941772
61,1477,1799,0.5728183388710022
62,1477,4869,0.5722557306289673
63,1477,4819,0.5721700191497803
64,1477,5655,0.5718531012535095
65,1477,953,0.5716031789779663
66,1477,5520,0.5711758136749268
67,1477,6164,0.5702248215675354
68,1477,3089,0.5686477422714233
69,1477,2726,0.5680726766586304
70,1477,3304,0.5669116973876953
71,1477,5790,0.5665360689163208
72,1477,2132,0.5664837956428528
73,1477,1305,0.5656571984291077
74,1477,667,0.5651830434799194
75,1477,3759,0.5642828345298767
76,1477,1155,0.563201367855072
77,1477,2289,0.5631207227706909
78,1477,3987,0.5627736449241638
79,1477,3665,0.5625163912773132
80,1477,3985,0.5624430179595947
81,1477,5940,0.5620797872543335
82,1477,1328,0.5610465407371521
83,1477,5552,0.5610294342041016
84,1477,5669,0.5608930587768555
85,1477,3664,0.5599435567855835
86,1477,5818,0.5596038103103638
87,1477,399,0.5594015717506409
88,1477,3964,0.5591205358505249
89,1477,6024,0.5573991537094116
90,1477,1294,0.5573504567146301
91,1477,1334,0.5573480129241943
92,1477,2453,0.5571703314781189
93,1477,255,0.5571292638778687
94,1477,88,0.5569009184837341
95,1477,3812,0.5566771030426025
96,1477,5958,0.5562772154808044
97,1477,5784,0.5562120079994202
98,1477,684,0.5553174614906311
99,1477,2735,0.5549094676971436
100,1477,1048,0.5547033548355103
101,1477,2967,0.5540896654129028
102,1477,3604,0.5535536408424377
103,1477,5133,0.5530260801315308
104,1477,4979,0.5527956485748291
105,1477,3914,0.5524417757987976
106,1477,5380,0.5523521900177002
107,1477,3079,0.552038848400116
108,1477,5493,0.551642119884491
109,1477,4697,0.5514594316482544
110,1477,487,0.5511690974235535
111,1477,6115,0.5506588220596313
112,1477,2988,0.5505409240722656
113,1477,752,0.5502527952194214
114,1477,2649,0.5499751567840576
115,1477,6249,0.5495911836624146
116,1477,3002,0.5492183566093445
117,1477,4493,0.549201488494873
118,1477,4060,0.5491220355033875
119,1477,5548,0.5484020709991455
120,1477,3494,0.5482004284858704
121,1477,5945,0.5481805801391602
122,1477,5504,0.5480700135231018
123,1477,1642,0.5477975606918335
124,1477,1618,0.5475870966911316
125,1477,3000,0.5474410653114319
126,1477,5584,0.5470196604728699
127,1477,2952,0.5469837188720703
128,1477,2233,0.5469672679901123
129,1477,3596,0.5466800928115845
130,1477,6182,0.5466776490211487
131,1477,2591,0.5465553402900696
132,1477,3110,0.546545684337616
133,1477,2723,0.5462038516998291
134,1477,6297,0.5460465550422668
135,1477,5398,0.5454974174499512
136,1477,5995,0.5454909205436707
137,1477,4422,0.54533851146698
138,1477,2461,0.5449916124343872
139,1477,1778,0.5448262095451355
140,1477,3557,0.5447073578834534
141,1477,3624,0.544707179069519
142,1477,4008,0.5446337461471558
143,1477,1849,0.5445364713668823
144,1477,2006,0.5445364713668823
145,1477,1246,0.5444461107254028
146,1477,82,0.5442451238632202
147,1477,1379,0.5440610647201538
148,1477,5947,0.5439064502716064
149,1477,6043,0.5434387922286987
150,1477,4643,0.5433708429336548
151,1477,4974,0.5428948402404785
152,1477,1051,0.5428737998008728
153,1477,3768,0.5421350598335266
154,1477,2112,0.5420044660568237
155,1477,984,0.5418589115142822
156,1477,2508,0.5416494607925415
157,1477,545,0.5412785410881042
158,1477,914,0.5411554574966431
159,1477,3300,0.5408924221992493
160,1477,4989,0.5407823920249939
161,1477,5582,0.5405161380767822
162,1477,1083,0.5396721959114075
163,1477,2964,0.5391998887062073
164,1477,1966,0.5388299226760864
165,1477,3631,0.5385422110557556
166,1477,4011,0.5383089780807495
167,1477,2926,0.5383005738258362
168,1477,2055,0.5381834506988525
169,1477,3056,0.5371818542480469
170,1477,1511,0.5370468497276306
171,1477,4394,0.5365553498268127
172,1477,5026,0.536527156829834
173,1477,1910,0.5364729166030884
174,1477,1421,0.5359494090080261
175,1477,5922,0.5358716249465942
176,1477,6051,0.5357673764228821
177,1477,2884,0.5356466174125671
178,1477,4070,0.5356135368347168
179,1477,2978,0.5352382659912109
180,1477,5005,0.5349469780921936
181,1477,2080,0.5348660349845886
182,1477,5924,0.5348625183105469
183,1477,3086,0.5348053574562073
184,1477,1485,0.5347599983215332
185,1477,1147,0.5344447493553162
186,1477,5341,0.5344306230545044
187,1477,5598,0.5344194769859314
188,1477,1196,0.5343914031982422
189,1477,5085,0.5343397259712219
190,1477,5651,0.534332811832428
191,1477,594,0.5342559218406677
192,1477,2609,0.5338770151138306
193,1477,3441,0.5336818695068359
194,1477,2879,0.5336053967475891
195,1477,557,0.533559262752533
196,1477,4940,0.5334552526473999
197,1477,3232,0.5333535075187683
198,1477,3111,0.5333346128463745
199,1477,3051,0.532926619052887
200,1477,530,0.5328938364982605
201,1477,5513,0.532889187335968
202,1477,5186,0.5328556299209595
203,1477,1857,0.5323845744132996
204,1477,4999,0.5323829650878906
205,1477,1873,0.5323254466056824
206,1477,2067,0.5322614908218384
207,1477,5040,0.5322510004043579
208,1477,4693,0.5322059392929077
209,1477,6173,0.5314584970474243
210,1477,4509,0.5311538577079773
211,1477,979,0.5309120416641235
212,1477,5688,0.530805766582489
213,1477,1610,0.5307504534721375
214,1477,538,0.5306817293167114
215,1477,562,0.5306336879730225
216,1477,4167,0.529916524887085
