,similarity,prod_num
0,1.0,543
1,1.0,300
2,0.6323592662811279,304
3,0.6307258009910583,547
4,0.6247860789299011,681
5,0.6244978904724121,545
6,0.622832715511322,1513
7,0.6173810362815857,302
8,0.6160409450531006,1579
9,0.6147534847259521,441
10,0.6134451627731323,947
11,0.6121484637260437,1534
12,0.6093893051147461,1038
13,0.608155369758606,843
14,0.6027790904045105,846
15,0.5979182124137878,185
16,0.5918335914611816,1624
17,0.5899305939674377,683
18,0.5868106484413147,440
19,0.5843763947486877,447
20,0.5839884281158447,462
21,0.583103597164154,1063
22,0.580496609210968,295
23,0.5795562863349915,490
24,0.5788617730140686,473
25,0.5784552097320557,23
26,0.577023983001709,1548
27,0.5767155289649963,1746
28,0.5761789083480835,970
29,0.5731161236763,1786
30,0.572801947593689,247
31,0.571736216545105,393
32,0.568507730960846,762
33,0.5682288408279419,1688
34,0.5681003332138062,764
35,0.5675547122955322,1514
36,0.5673252940177917,1398
37,0.5653963685035706,390
38,0.5645352602005005,1620
39,0.5644130110740662,938
40,0.5643529295921326,674
41,0.5636448860168457,628
42,0.5631726980209351,246
43,0.5624361038208008,1621
44,0.5621966123580933,837
45,0.561970055103302,167
46,0.5619345307350159,1042
47,0.5603733062744141,1546
48,0.5595302581787109,332
49,0.5589389801025391,1779
50,0.5586184859275818,1524
51,0.5582302212715149,1795
52,0.5575986504554749,835
53,0.5568141341209412,765
54,0.5557025671005249,849
55,0.5555377006530762,213
56,0.55520099401474,148
57,0.5551884174346924,1032
58,0.5551634430885315,237
59,0.5547474026679993,940
60,0.5546484589576721,1662
61,0.5542755722999573,1744
62,0.5539417862892151,1589
63,0.5529593229293823,157
64,0.5520802140235901,494
65,0.5518147349357605,1129
66,0.5517992973327637,570
67,0.5517364144325256,1223
68,0.5516679286956787,677
69,0.5506471395492554,1631
70,0.5499409437179565,343
71,0.5497663021087646,502
72,0.5493555068969727,914
73,0.5483262538909912,1791
74,0.5478832125663757,1099
75,0.5471681356430054,383
76,0.5469275116920471,1173
77,0.5468064546585083,555
78,0.5467463731765747,1539
79,0.546109139919281,384
80,0.5456501245498657,403
81,0.5452238321304321,697
82,0.5440524220466614,1671
83,0.5438051223754883,1128
84,0.5436645150184631,1069
85,0.5427783131599426,1798
86,0.5422008633613586,1655
87,0.5415233373641968,149
88,0.5405084490776062,60
89,0.5404754877090454,265
90,0.5395399332046509,794
91,0.5394507646560669,123
92,0.5393193960189819,975
93,0.537902295589447,446
94,0.537138044834137,916
95,0.5370038151741028,1652
96,0.5367289781570435,670
97,0.5364963412284851,626
98,0.5364578366279602,1676
99,0.5363909006118774,1695
100,0.5363475680351257,443
101,0.536190390586853,878
102,0.5361284017562866,380
103,0.5360549688339233,1012
104,0.5353577136993408,908
105,0.5343336462974548,839
106,0.5341602563858032,297
107,0.5337581634521484,1558
108,0.5332257151603699,1108
109,0.5331671833992004,1210
110,0.5331085920333862,829
111,0.5324783325195312,1062
112,0.5324306488037109,924
113,0.5315521359443665,1679
114,0.5315297842025757,220
115,0.5314992070198059,1040
116,0.5292151570320129,939
117,0.5283713936805725,734
118,0.5283682346343994,1781
119,0.5279096364974976,1769
120,0.5275608897209167,485
121,0.5274357795715332,1627
122,0.5269522666931152,826
123,0.5269200205802917,321
124,0.5266368389129639,507
125,0.5264785289764404,1681
126,0.5257849097251892,634
127,0.5250706672668457,1153
128,0.524340808391571,1037
129,0.5238208770751953,510
130,0.5238141417503357,675
131,0.5236002206802368,1711
132,0.5233492255210876,1732
133,0.5231450200080872,1518
134,0.5224124193191528,667
135,0.5214657783508301,831
136,0.520703136920929,1575
137,0.5195990800857544,548
138,0.5195969343185425,540
139,0.5193907022476196,925
140,0.5190119743347168,147
141,0.5180844068527222,16
142,0.518073320388794,1745
143,0.5180059671401978,727
144,0.5175864696502686,322
145,0.516916036605835,1193
146,0.5168588757514954,991
147,0.5166836380958557,664
148,0.51571124792099,360
149,0.5151395797729492,872
150,0.5149394273757935,179
151,0.5147901773452759,622
152,0.5147740244865417,1048
153,0.5146832466125488,365
154,0.5143175721168518,691
155,0.5142995119094849,657
156,0.5142315626144409,931
157,0.5140731930732727,21
158,0.5140672922134399,1665
159,0.5137798190116882,1754
160,0.5137786269187927,1278
